"time","bottom_temp","sst","sss","zeta","dist_shore_km","dist_OC_km","dist_200m_km","dist_MO_km","dist_RTWB_km","dist_NB_km","depth_m"
2014-12-17,9.79683017730713,9.49928951263428,32.8512954711914,-0.0618652068078518,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-18,9.71325778961182,9.96514415740967,32.7282485961914,-0.208780780434608,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-19,10.1293134689331,9.80847358703613,32.8465881347656,-0.257997632026672,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-20,10.2838563919067,9.53661060333252,32.8563499450684,-0.256954699754715,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-21,10.5189352035522,8.80686092376709,32.6352424621582,-0.228527590632439,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-22,10.3663482666016,8.68674373626709,32.578929901123,-0.198763012886047,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-23,10.1765832901001,9.06279563903809,32.6261558532715,-0.0725785344839096,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-24,9.11611366271973,9.07000637054443,32.5000190734863,-0.0552481077611446,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-25,9.04757213592529,8.75252628326416,32.0762214660645,-0.155682876706123,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-26,9.18265628814697,8.8312931060791,32.3613586425781,-0.37428292632103,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-27,9.27474021911621,8.65440273284912,32.3164482116699,-0.309214323759079,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-28,9.36971569061279,8.52922248840332,32.1451683044434,-0.211207434535027,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-29,9.44361686706543,8.58137798309326,31.9936065673828,-0.209002315998077,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-30,9.91301250457764,9.16359043121338,32.4838562011719,-0.186195477843285,36,37.6,67.9,10.4,0.7,17.8,32
2014-12-31,9.79379653930664,9.2900972366333,32.6540985107422,-0.615656316280365,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-01,9.9540319442749,9.06403827667236,32.790828704834,-0.270472079515457,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-02,9.82649898529053,8.16248989105225,32.3420677185059,-0.428609013557434,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-03,9.81968021392822,8.15733814239502,32.5065994262695,-0.362078160047531,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-04,9.93876838684082,8.25137805938721,32.4500694274902,-0.179215863347054,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-05,10.310528755188,8.27677249908447,32.1719779968262,-0.41503831744194,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-06,10.376971244812,8.39426708221436,32.3425254821777,-0.442544847726822,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-07,10.8037538528442,8.26488208770752,32.3274536132812,-0.383599132299423,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-08,10.3976669311523,7.89601373672485,32.7594184875488,-0.476157635450363,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-09,9.90403175354004,7.96014738082886,32.9111289978027,-0.434547185897827,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-10,9.84642314910889,8.12597179412842,33.0316467285156,-0.555584728717804,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-11,8.47721195220947,7.09917402267456,33.1849899291992,-0.493655204772949,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-12,8.47541904449463,7.19585084915161,33.2245140075684,-0.339160889387131,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-13,8.18550395965576,7.21431303024292,33.2045631408691,-0.333844512701035,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-14,7.41598081588745,7.39356803894043,33.1730194091797,-0.119301855564117,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-15,7.26053667068481,7.1929144859314,33.0406608581543,-0.147195905447006,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-16,7.71846151351929,7.08460092544556,33.0169792175293,-0.304251939058304,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-17,7.76640510559082,7.0873851776123,33.1079978942871,-0.40532386302948,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-18,7.81913423538208,7.14518547058105,33.1672515869141,-0.2440475076437,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-19,7.90102577209473,6.71665143966675,32.8387107849121,-0.282783001661301,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-20,7.85987663269043,6.58467483520508,32.9562110900879,-0.345567911863327,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-21,8.05956172943115,6.86761903762817,33.1476135253906,-0.331064283847809,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-22,7.9606614112854,6.88860321044922,33.2278709411621,-0.296163856983185,36,37.6,67.9,10.4,0.7,17.8,32
2015-01-23,7.27076578140259,6.88550138473511,33.0805053710938,-0.248862162232399,36,37.6,67.9,10.4,0.7,17.8,32
