"period_start","device_type","site","days_monitored","days_present","percent_occurrence"
2017-05-21,"Archival","A2M",8,0,0
2017-05-21,"Archival","A7M",8,0,0
2017-05-21,"Archival","T2M",8,0,0
2017-05-29,"Archival","A2M",8,0,0
2017-05-29,"Archival","A7M",8,0,0
2017-05-29,"Archival","T2M",8,0,0
2017-06-06,"Archival","A2M",9,0,0
2017-06-06,"Archival","A7M",9,1,11.1111111111111
2017-06-06,"Archival","T2M",9,1,11.1111111111111
2017-06-14,"Archival","A2M",10,1,10
2017-06-14,"Archival","A7M",10,2,20
2017-06-14,"Archival","T2M",9,1,11.1111111111111
2017-06-22,"Archival","A2M",8,0,0
2017-06-22,"Archival","A7M",8,0,0
2017-06-22,"Archival","T2M",8,0,0
2017-06-30,"Archival","A2M",8,0,0
2017-06-30,"Archival","A7M",8,0,0
2017-06-30,"Archival","T2M",8,0,0
2017-07-08,"Archival","A2M",8,0,0
2017-07-08,"Archival","A7M",8,0,0
2017-07-08,"Archival","T2M",8,0,0
2017-07-16,"Archival","A2M",8,0,0
2017-07-16,"Archival","A7M",8,0,0
2017-07-16,"Archival","T2M",8,0,0
2017-07-24,"Archival","A2M",8,0,0
2017-07-24,"Archival","A7M",8,0,0
2017-07-24,"Archival","T2M",8,0,0
2017-08-01,"Archival","A2M",8,0,0
2017-08-01,"Archival","A7M",8,0,0
2017-08-01,"Archival","T2M",8,0,0
2017-08-09,"Archival","A2M",8,0,0
2017-08-09,"Archival","A7M",8,0,0
2017-08-09,"Archival","T2M",8,0,0
2017-08-17,"Archival","A2M",8,0,0
2017-08-17,"Archival","A7M",8,0,0
2017-08-17,"Archival","T2M",8,0,0
2017-08-25,"Archival","A2M",8,0,0
2017-08-25,"Archival","A7M",8,0,0
2017-08-25,"Archival","T2M",8,0,0
2017-09-02,"Archival","A2M",8,0,0
2017-09-02,"Archival","A7M",8,0,0
2017-09-02,"Archival","T2M",8,0,0
2017-09-10,"Archival","A2M",8,0,0
2017-09-10,"Archival","A7M",8,0,0
2017-09-10,"Archival","T2M",8,0,0
2017-09-18,"Archival","A2M",8,0,0
2017-09-18,"Archival","A7M",8,0,0
2017-09-18,"Archival","T2M",8,0,0
2017-09-26,"Archival","A2M",8,0,0
2017-09-26,"Archival","A7M",8,0,0
2017-09-26,"Archival","T2M",8,0,0
2017-10-04,"Archival","A2M",8,0,0
2017-10-04,"Archival","A7M",8,0,0
2017-10-04,"Archival","T2M",8,0,0
2017-10-12,"Archival","A2M",8,0,0
2017-10-12,"Archival","A7M",8,0,0
2017-10-12,"Archival","T2M",8,0,0
2017-10-20,"Archival","A2M",8,0,0
2017-10-20,"Archival","A7M",8,0,0
2017-10-20,"Archival","T2M",8,0,0
2017-10-28,"Archival","A2M",8,0,0
2017-10-28,"Archival","A7M",8,0,0
2017-10-28,"Archival","T2M",8,0,0
2017-11-05,"Archival","A2M",8,0,0
2017-11-05,"Archival","A7M",8,0,0
2017-11-05,"Archival","T2M",8,0,0
2017-11-13,"Archival","A2M",8,0,0
2017-11-13,"Archival","A7M",8,0,0
2017-11-13,"Archival","T2M",8,0,0
2017-11-21,"Archival","A2M",3,0,0
2017-11-21,"Archival","A7M",4,1,25
2017-11-21,"Archival","T2M",3,0,0
2021-05-24,"RealTime","RTWB",4,0,0
2021-06-01,"RealTime","RTWB",8,0,0
2021-06-09,"RealTime","RTWB",8,0,0
2021-06-17,"RealTime","RTWB",8,1,12.5
2021-06-25,"RealTime","RTWB",7,0,0
2021-07-03,"RealTime","RTWB",8,0,0
2021-07-11,"RealTime","RTWB",8,0,0
2021-07-19,"RealTime","RTWB",8,0,0
2021-07-27,"RealTime","RTWB",8,0,0
2021-08-04,"RealTime","RTWB",8,0,0
2021-08-12,"RealTime","RTWB",8,0,0
2021-08-20,"RealTime","RTWB",8,0,0
2021-08-28,"RealTime","RTWB",8,0,0
2021-09-05,"RealTime","RTWB",8,0,0
2021-09-13,"RealTime","RTWB",8,0,0
